gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00000.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00001.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00002.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00003.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00004.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00005.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00006.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00007.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00008.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00009.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00010.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00011.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00012.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00013.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00014.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00015.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00016.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00017.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00018.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00019.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00020.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00021.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00022.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00023.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00024.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00025.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00026.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00027.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00028.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00029.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00030.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00031.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00032.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00033.png,animal
gs://spectro-us/spectro-1/noordwijk/5DB0C784.WAV.00034.png,animal
